	annotation network number	LQ-01-61-01_pos.mzXML	retention time (min)	row m/z	adduct (ion identity)	row ID	neutral mass (ion identity)	Compound name (gnps)	adduct (gnps)	MF (sirius)	adduct (sirius)	Compound name (sirius)	NPC#pathway	NPC#superclass	NPC#class	annotation	status
13769	12808x		3.84	487.3413	['not available']	[12808]	not available	['Madecassic acid']	['M+H-H2O']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	annotated	not interesting
16900	15939x		3.84	884.2971	['not available']	[15939]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16904	15943x		3.84	885.366	['not available']	[15943]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14787	13826x		3.85	524.3948	['not available']	[13826]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14897	13936x		3.85	529.35	['not available']	[13936]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16580	15619x		3.85	726.2388	['not available']	[15619]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16931	15970x		3.85	899.3478	['not available']	[15970]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16892	15931x		3.85	883.3512	['not available']	[15931]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15048	14087x		3.85	538.2433	['not available']	[14087]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13835	12874x		3.85	489.3208	['not available']	[12874]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14352	13391x		3.85	505.2065	['not available']	[13391]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15159	14198x		3.85	545.1987	['not available']	[14198]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16755	1304.0		3.86	828.2681	['[M+H]+', '[M+Na]+']	[15794, 15843]	805.2787	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
15423	1313.0		3.86	561.3404	['[M+NH4]+', '[M+Na]+']	[14399, 14462]	538.3509	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
1334	916x	0.003490874314172052	3.86	181.0493	['not available']	[916]	not available	['not available']	['not available']	['C4HBF3N2']	['[M + K]+']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13298	12337x		3.86	474.6594	['not available']	[12337]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15441	14480x		3.86	562.3427	['not available']	[14480]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16804	1304.0		3.86	828.2681	['[M+H]+', '[M+Na]+']	[15794, 15843]	805.2787	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
16683	15722x		3.86	766.2704	['not available']	[15722]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14608	13647x		3.86	515.2997	['not available']	[13647]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13283	12322x		3.86	474.1578	['not available']	[12322]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15360	1313.0		3.86	561.3404	['[M+NH4]+', '[M+Na]+']	[14399, 14462]	538.3509	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
15524	14563x		3.87	568.1912	['not available']	[14563]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15107	1315.0		3.87	563.19	['[M-H2O+H]+', '[M+H]+', '[M+NH4]+', '[M+Na]+']	[13795, 14146, 14428, 14492]	540.2003	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	non anotated	not interesting
13963	13002x		3.87	493.2578	['not available']	[13002]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15389	1315.0		3.87	563.19	['[M-H2O+H]+', '[M+H]+', '[M+NH4]+', '[M+Na]+']	[13795, 14146, 14428, 14492]	540.2003	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	non anotated	not interesting
14989	14028x		3.87	534.2341	['not available']	[14028]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14756	1315.0		3.87	563.19	['[M-H2O+H]+', '[M+H]+', '[M+NH4]+', '[M+Na]+']	[13795, 14146, 14428, 14492]	540.2003	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	non anotated	not interesting
15453	1315.0		3.87	563.19	['[M-H2O+H]+', '[M+H]+', '[M+NH4]+', '[M+Na]+']	[13795, 14146, 14428, 14492]	540.2003	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	non anotated	not interesting
16868	15907x		3.87	868.3007	['not available']	[15907]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13919	12958x		3.88	491.373	['not available']	[12958]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15980	15019x		3.88	608.2698	['not available']	[15019]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14539	1331.0		3.88	535.1584	['[M+H]+', '[M+NH4]+', '[M+Na]+']	[13578, 13954, 14038]	512.1692	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	non anotated	not interesting
13563	12602x		3.88	483.1285	['not available']	[12602]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15372	1323.0		3.88	592.2388	['[M-H2O+H]+', '[M+NH4]+']	[14411, 14853]	574.205	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
16813	15852x		3.88	834.3169	['not available']	[15852]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13831	1324.0		3.88	489.2616	['[M+NH4]+', '[M+ACN+H]+']	[11927, 12870]	447.2286	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
14999	1331.0		3.88	535.1584	['[M+H]+', '[M+NH4]+', '[M+Na]+']	[13578, 13954, 14038]	512.1692	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	non anotated	not interesting
13434	1321.0		3.88	501.1518	['[M+H]+', '[M+Na]+']	[12473, 13264]	478.1627	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
15814	1323.0		3.88	592.2388	['[M-H2O+H]+', '[M+NH4]+']	[14411, 14853]	574.205	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
14924	13963x		3.88	531.2223	['not available']	[13963]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14915	1331.0		3.88	535.1584	['[M+H]+', '[M+NH4]+', '[M+Na]+']	[13578, 13954, 14038]	512.1692	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	non anotated	not interesting
13257	12296x		3.88	473.3621	['not available']	[12296]	not available	['NCGC00380239-01!16-hydroxy-4,4,8,10,14-pentamethyl-17-(4,5,6-trihydroxy-6-methylheptan-2-yl)-1,2,5,6,7,9,11,12,15,16-decahydrocyclopenta[a]phenanthren-3-one [IIN-based: Match]']	['[M-H2O+H]+']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	annotated	not interesting
14225	1321.0		3.88	501.1518	['[M+H]+', '[M+Na]+']	[12473, 13264]	478.1627	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
16672	15711x		3.88	762.2603	['not available']	[15711]	not available	['NCGC00380549-01_C36H43NO17_Evonine']	['M+H']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	annotated	not interesting
13998	13037x		3.88	494.2616	['not available']	[13037]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14117	13156x		3.89	497.3241	['not available']	[13156]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15597	14636x		3.89	573.2324	['not available']	[14636]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13690	12729x		3.89	485.3262	['not available']	[12729]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13232	12271x		3.89	473.2171	['not available']	[12271]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16033	15072x		3.89	613.2252	['not available']	[15072]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16547	15586x		3.89	715.2476	['not available']	[15586]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14234	13273x		3.89	501.2843	['not available']	[13273]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13929	1334.0		3.89	492.3687	['[M+H]+', '[M+HFA+NH4]+']	[10531, 12968]	428.3294	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
14362	1350.0		3.9	540.3902	['[M-2H2O+H]+', '[M-H2O+H]+', '[M+NH4]+']	[12827, 13401, 14138]	522.3558	['Madecassic acid', 'NCGC00385328-01_C30H48O6_(1alpha,2alpha,3beta,5xi,9xi,18xi)-1,2,3,19-Tetrahydroxyurs-12-en-28-oic acid', 'not available']	['M+H-H2O', 'M+H', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	annotated	not interesting
14493	13532x		3.9	511.2683	['not available']	[13532]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15225	14264x		3.9	547.6869	['not available']	[14264]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13788	1350.0		3.9	540.3902	['[M-2H2O+H]+', '[M-H2O+H]+', '[M+NH4]+']	[12827, 13401, 14138]	522.3558	['Madecassic acid', 'NCGC00385328-01_C30H48O6_(1alpha,2alpha,3beta,5xi,9xi,18xi)-1,2,3,19-Tetrahydroxyurs-12-en-28-oic acid', 'not available']	['M+H-H2O', 'M+H', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	annotated	not interesting
15099	1350.0		3.9	540.3902	['[M-2H2O+H]+', '[M-H2O+H]+', '[M+NH4]+']	[12827, 13401, 14138]	522.3558	['Madecassic acid', 'NCGC00385328-01_C30H48O6_(1alpha,2alpha,3beta,5xi,9xi,18xi)-1,2,3,19-Tetrahydroxyurs-12-en-28-oic acid', 'not available']	['M+H-H2O', 'M+H', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	annotated	not interesting
15207	14246x		3.9	547.185	['not available']	[14246]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16794	15833x		3.9	825.3437	['not available']	[15833]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13849	1355.0		3.9	511.3397	['[M-2H2O+H]+', '[M-H2O+H]+', '[M+H]+', '[M+NH4]+', '[M+Na]+']	[11472, 12216, 12888, 13418, 13555]	488.3504	['enoxolone', 'Asiatic acid', 'not available', 'not available', 'not available']	['M+H-H2O', 'M+H-H2O', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	annotated	not interesting
14199	1352.0		3.9	499.3759	['[M-H2O+H]+', '[M+Na]+']	[11792, 13238]	476.3866	['(6E,10E,14E,18E)-2,6,10,15,19,23-hexamethyltetracosa-6,10,14,18-tetraene-1,2,3,22,23-pentol', 'not available']	['M-2H2O+H', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	annotated	not interesting
14379	1355.0		3.9	511.3397	['[M-2H2O+H]+', '[M-H2O+H]+', '[M+H]+', '[M+NH4]+', '[M+Na]+']	[11472, 12216, 12888, 13418, 13555]	488.3504	['enoxolone', 'Asiatic acid', 'not available', 'not available', 'not available']	['M+H-H2O', 'M+H-H2O', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	annotated	not interesting
14516	1355.0		3.9	511.3397	['[M-2H2O+H]+', '[M-H2O+H]+', '[M+H]+', '[M+NH4]+', '[M+Na]+']	[11472, 12216, 12888, 13418, 13555]	488.3504	['enoxolone', 'Asiatic acid', 'not available', 'not available', 'not available']	['M+H-H2O', 'M+H-H2O', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	annotated	not interesting
16568	15607x		3.9	720.3226	['not available']	[15607]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14024	13063x		3.9	495.2739	['not available']	[13063]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16744	15783x		3.9	799.3657	['not available']	[15783]	not available	['6-acetoxy-2,8-di-(5-carboxy-N-methyl-3-pyridoxy)- 9,15-di-(2-methylbutanoyloxy)-dihydro-b-agarofuran']	['M+H']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	annotated	not interesting
14240	13279x		3.9	501.3205	['not available']	[13279]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13456	12495x		3.91	479.3002	['not available']	[12495]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15729	1360.0		3.91	607.1791	['[M+H]+', '[M+NH4]+', '[M+Na]+']	[14768, 14965, 14997]	584.1899	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	non anotated	not interesting
15926	1360.0		3.91	607.1791	['[M+H]+', '[M+NH4]+', '[M+Na]+']	[14768, 14965, 14997]	584.1899	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	non anotated	not interesting
15261	1357.0		3.91	555.2201	['[M+NH4]+', '[M+Na]+']	[14300, 14381]	532.2309	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
14089	13128x		3.91	497.181	['not available']	[13128]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16776	15815x		3.91	816.2699	['not available']	[15815]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16775	15814x		3.91	813.3437	['not available']	[15814]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13227	12266x		3.91	473.1815	['not available']	[12266]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15958	1360.0		3.91	607.1791	['[M+H]+', '[M+NH4]+', '[M+Na]+']	[14768, 14965, 14997]	584.1899	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	non anotated	not interesting
15342	1357.0		3.91	555.2201	['[M+NH4]+', '[M+Na]+']	[14300, 14381]	532.2309	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
14614	1362.0		3.91	532.3277	['[M+H]+', '[M+NH4]+']	[13653, 13991]	514.2938	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
16977	16016x		3.91	926.2697	['not available']	[16016]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15605	14644x		3.91	574.2298	['not available']	[14644]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14952	1362.0		3.91	532.3277	['[M+H]+', '[M+NH4]+']	[13653, 13991]	514.2938	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
13750	12789x		3.92	487.1971	['not available']	[12789]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15708	1370.0		3.92	623.2101	['[M-H2O+H]+', '[M+NH4]+', '[M+Na]+']	[14747, 15121, 15156]	600.2213	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	non anotated	not interesting
15540	1371.0		3.92	569.1999	['[M+H]+', '[M+NH4]+', '[M+Na]+']	[14252, 14507, 14579]	546.2108	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	non anotated	not interesting
15468	1371.0		3.92	569.1999	['[M+H]+', '[M+NH4]+', '[M+Na]+']	[14252, 14507, 14579]	546.2108	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	non anotated	not interesting
15409	14448x		3.92	560.177	['not available']	[14448]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15213	1371.0		3.92	569.1999	['[M+H]+', '[M+NH4]+', '[M+Na]+']	[14252, 14507, 14579]	546.2108	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	non anotated	not interesting
15630	14669x		3.92	576.2448	['not available']	[14669]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14803	13842x		3.92	525.2118	['not available']	[13842]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16590	15629x		3.92	730.3081	['not available']	[15629]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15675	14714x		3.92	579.3497	['not available']	[14714]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15307	1368.0		3.92	553.1685	['[M+NH4]+', '[M+Na]+']	[14267, 14346]	530.1795	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
16117	1370.0		3.92	623.2101	['[M-H2O+H]+', '[M+NH4]+', '[M+Na]+']	[14747, 15121, 15156]	600.2213	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	non anotated	not interesting
14344	13383x		3.92	505.1663	['not available']	[13383]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16082	1370.0		3.92	623.2101	['[M-H2O+H]+', '[M+NH4]+', '[M+Na]+']	[14747, 15121, 15156]	600.2213	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	non anotated	not interesting
15228	1368.0		3.92	553.1685	['[M+NH4]+', '[M+Na]+']	[14267, 14346]	530.1795	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
16795	15834x		3.93	826.2899	['not available']	[15834]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13587	1376.0		3.93	483.2927	['[M-H2O+H]+', '[M+NH4]+', '[M+Na]+']	[11080, 12467, 12626]	460.3038	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	non anotated	not interesting
13247	12286x		3.93	473.3263	['not available']	[12286]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16962	16001x		3.93	918.2818	['not available']	[16001]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14441	13480x		3.93	509.2525	['not available']	[13480]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15797	14836x		3.93	591.2447	['not available']	[14836]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
17047	16086x		3.93	962.3065	['not available']	[16086]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13428	1376.0		3.93	483.2927	['[M-H2O+H]+', '[M+NH4]+', '[M+Na]+']	[11080, 12467, 12626]	460.3038	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	non anotated	not interesting
16152	15191x		3.93	627.2818	['not available']	[15191]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14093	1384.0		3.94	497.2149	['[M-H2O+H]+', '[M+H]+', '[M+NH4]+', '[M+Na]+']	[11649, 12352, 12965, 13132]	474.2262	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available']	non anotated	not interesting
16878	1382.0		3.94	872.2946	['[M+H]+', '[M+Na]+']	[15881, 15917]	849.3053	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
