	sample_id	anomaly_IF	anomaly_LOF	anomaly_OCSVM	SC
784	VGF147_G06	1	-1	1	1
785	VGF147_G07	1	1	1	0
786	VGF147_G08	1	-1	1	1
787	VGF147_G09	1	1	1	0
788	VGF147_G10	1	-1	1	1
789	VGF147_G11	1	1	1	0
790	VGF147_H02	1	1	1	0
791	VGF147_H03	1	-1	1	1
792	VGF147_H04	1	1	1	0
793	VGF147_H05	1	1	1	0
794	VGF147_H06	1	1	1	0
795	VGF147_H07	1	1	1	0
796	VGF147_H08	1	-1	1	1
797	VGF147_H09	1	1	1	0
798	VGF147_H10	1	1	1	0
799	VGF147_H11	1	1	1	0
800	VGF150_A02	1	1	1	0
801	VGF150_A03	1	1	-1	1
802	VGF150_A04	1	1	1	0
803	VGF150_A05	1	1	1	0
804	VGF150_A06	1	1	1	0
805	VGF150_A07	1	1	1	0
806	VGF150_A08	1	-1	1	1
807	VGF150_A09	1	1	1	0
808	VGF150_A10	1	1	1	0
809	VGF150_A11	1	1	1	0
810	VGF150_B02	1	1	1	0
811	VGF150_B03	1	1	1	0
812	VGF150_B04	1	1	1	0
813	VGF150_B05	1	1	1	0
814	VGF150_B06	1	1	1	0
815	VGF150_B07	1	1	1	0
816	VGF150_B08	1	1	1	0
817	VGF150_B09	1	1	1	0
818	VGF150_B10	1	1	1	0
819	VGF150_B11	1	1	1	0
820	VGF150_C02	1	1	1	0
821	VGF150_C03	1	1	1	0
822	VGF150_C04	1	1	1	0
823	VGF150_C05	1	1	1	0
824	VGF150_C06	1	1	1	0
825	VGF150_C07	1	1	1	0
826	VGF150_C08	1	1	1	0
827	VGF150_C09	1	1	1	0
828	VGF150_C10	1	1	1	0
829	VGF150_C11	1	1	1	0
830	VGF150_D02	1	1	1	0
831	VGF150_D03	1	1	1	0
832	VGF150_D04	1	1	1	0
833	VGF150_D05	1	1	1	0
834	VGF150_D06	1	1	1	0
835	VGF150_D07	1	1	1	0
836	VGF150_D08	1	1	1	0
837	VGF150_D09	1	1	1	0
838	VGF150_D10	1	1	1	0
839	VGF150_D11	1	1	1	0
840	VGF150_E02	1	1	1	0
841	VGF150_E03	1	1	1	0
842	VGF150_E04	1	1	1	0
843	VGF150_E05	1	1	1	0
844	VGF150_E06	1	1	1	0
845	VGF150_E07	1	1	1	0
846	VGF150_E08	1	1	1	0
847	VGF150_E09	1	-1	1	1
848	VGF150_E10	1	1	1	0
849	VGF150_E11	1	-1	1	1
850	VGF150_F02	1	1	1	0
851	VGF150_F03	1	1	1	0
852	VGF150_F04	1	-1	1	1
853	VGF150_F05	1	1	1	0
854	VGF150_F06	1	1	1	0
855	VGF150_F07	1	1	1	0
856	VGF150_F08	1	1	1	0
857	VGF150_F09	1	-1	1	1
858	VGF150_F10	1	1	1	0
859	VGF150_F11	1	-1	1	1
860	VGF150_G02	1	1	1	0
861	VGF150_G03	1	1	1	0
862	VGF150_G04	1	1	1	0
863	VGF150_G05	1	1	1	0
864	VGF150_G06	1	1	1	0
865	VGF150_G07	1	1	1	0
866	VGF150_G08	1	1	1	0
867	VGF150_G09	1	1	1	0
868	VGF150_G10	1	1	1	0
869	VGF150_G11	1	1	1	0
870	VGF150_H02	1	1	1	0
871	VGF150_H03	1	-1	1	1
872	VGF150_H04	1	1	1	0
873	VGF150_H05	1	1	1	0
874	VGF150_H06	1	1	1	0
875	VGF150_H07	1	1	1	0
876	VGF150_H08	1	1	1	0
877	VGF150_H09	1	1	1	0
878	VGF150_H10	1	1	1	0
879	VGF150_H11	1	1	1	0
880	VGF151_A02	1	1	1	0
881	VGF151_A03	1	-1	1	1
882	VGF151_A04	1	1	1	0
883	VGF151_A05	1	-1	1	1
884	VGF151_A06	1	1	1	0
885	VGF151_A07	1	1	1	0
886	VGF151_A08	1	-1	1	1
887	VGF151_A09	1	-1	1	1
888	VGF151_A10	1	1	1	0
889	VGF151_A11	1	1	1	0
890	VGF151_B02	1	1	1	0
891	VGF151_B03	1	1	1	0
892	VGF151_B04	1	1	1	0
893	VGF151_B05	1	-1	1	1
894	VGF151_B06	1	1	1	0
895	VGF151_B07	1	1	1	0
896	VGF151_B08	1	1	1	0
897	VGF151_B09	1	-1	1	1
898	VGF151_B10	1	1	1	0
899	VGF151_B11	1	1	1	0
900	VGF151_C02	1	1	1	0
901	VGF151_C03	1	1	1	0
902	VGF151_C04	1	-1	1	1
903	VGF151_C05	1	1	1	0
904	VGF151_C06	1	1	1	0
905	VGF151_C07	1	1	1	0
906	VGF151_C08	1	1	1	0
907	VGF151_C09	1	1	1	0
908	VGF151_C10	1	-1	1	1
909	VGF151_C11	1	1	1	0
910	VGF151_D02	1	1	1	0
911	VGF151_D03	1	1	1	0
912	VGF151_D04	1	1	1	0
