	filename	NPC#class	ATTRIBUTE_Species	ATTRIBUTE_Genus	ATTRIBUTE_Family	Chemical_class_reported_in_species	Chemical_class_reported_in_genus	New_CC_in_sp	New_CC_in_genus	CCs	CCg	CC
66	LQ-01-61-67_pos.mzXML	{'Lupane triterpenoids'}	Salacia chinensis	Salacia	Celastraceae	{'Clovane sesquiterpenoids', 'Apocarotenoids(ε-)', 'Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids|Eudesmane sesquiterpenoids', 'Neolignans', 'Megastigmanes', 'Apocarotenoids(ε-)|Megastigmanes', 'Bauerane triterpenoids|Taraxerane triterpenoids|Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids', 'Baccharane triterpenoids', 'Flavan-3-ols', 'Friedelane triterpenoids|Pachysanane triterpenoids', 'Dammarane and Protostane triterpenoids', 'Furanoid lignans', 'Simple phenolic acids', 'Lactones', 'Oleanane triterpenoids', 'Caryolane sesquiterpenoids', 'Cinnamic acids and derivatives', 'Friedelane triterpenoids', 'Fatty acyl glycosides of mono- and disaccharides', 'Monosaccharides', 'Pachysanane triterpenoids', 'Lupane triterpenoids', 'Oleanane triterpenoids|Ursane and Taraxastane triterpenoids', 'Flavones', 'Acyclic triterpenoids', 'Acyl phloroglucinols', 'Phenylethanoids', 'Menthane monoterpenoids', 'Plant xanthones', 'Furofuranoid lignans', 'Cyclitols', 'Arylnaphthalene and aryltetralin lignans', 'Flavonols'}	{'Clovane sesquiterpenoids', 'Apocarotenoids(ε-)', 'Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids|Eudesmane sesquiterpenoids', 'Neolignans', 'Megastigmanes', 'Apocarotenoids(ε-)|Megastigmanes', 'Bauerane triterpenoids|Taraxerane triterpenoids|Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids', 'Baccharane triterpenoids', 'Flavan-3-ols', 'Friedelane triterpenoids|Pachysanane triterpenoids', 'Dammarane and Protostane triterpenoids', 'Furanoid lignans', 'Simple phenolic acids', 'Lactones', 'Oleanane triterpenoids', 'Caryolane sesquiterpenoids', 'Cinnamic acids and derivatives', 'Friedelane triterpenoids', 'Fatty acyl glycosides of mono- and disaccharides', 'Monosaccharides', 'Pachysanane triterpenoids', 'Lupane triterpenoids', 'Oleanane triterpenoids|Ursane and Taraxastane triterpenoids', 'Flavones', 'Acyclic triterpenoids', 'Acyl phloroglucinols', 'Phenylethanoids', 'Menthane monoterpenoids', 'Plant xanthones', 'Furofuranoid lignans', 'Cyclitols', 'Arylnaphthalene and aryltetralin lignans', 'Flavonols'}	set()	set()	0.5	0.5	1.0
67	LQ-01-61-68_pos.mzXML		Salacia cochinchinensis	Salacia	Celastraceae	nothing in DB	{'Clovane sesquiterpenoids', 'Apocarotenoids(ε-)', 'Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids|Eudesmane sesquiterpenoids', 'Neolignans', 'Megastigmanes', 'Apocarotenoids(ε-)|Megastigmanes', 'Bauerane triterpenoids|Taraxerane triterpenoids|Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids', 'Baccharane triterpenoids', 'Flavan-3-ols', 'Friedelane triterpenoids|Pachysanane triterpenoids', 'Dammarane and Protostane triterpenoids', 'Furanoid lignans', 'Simple phenolic acids', 'Lactones', 'Oleanane triterpenoids', 'Caryolane sesquiterpenoids', 'Cinnamic acids and derivatives', 'Friedelane triterpenoids', 'Fatty acyl glycosides of mono- and disaccharides', 'Monosaccharides', 'Pachysanane triterpenoids', 'Lupane triterpenoids', 'Oleanane triterpenoids|Ursane and Taraxastane triterpenoids', 'Flavones', 'Acyclic triterpenoids', 'Acyl phloroglucinols', 'Phenylethanoids', 'Menthane monoterpenoids', 'Plant xanthones', 'Furofuranoid lignans', 'Cyclitols', 'Arylnaphthalene and aryltetralin lignans', 'Flavonols'}	nothing in DB	nothing in DB	0.0	0.0	0.0
68	LQ-01-61-69_pos.mzXML	{'Agarofuran sesquiterpenoids'}	Salacia cochinchinensis	Salacia	Celastraceae	nothing in DB	{'Clovane sesquiterpenoids', 'Apocarotenoids(ε-)', 'Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids|Eudesmane sesquiterpenoids', 'Neolignans', 'Megastigmanes', 'Apocarotenoids(ε-)|Megastigmanes', 'Bauerane triterpenoids|Taraxerane triterpenoids|Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids', 'Baccharane triterpenoids', 'Flavan-3-ols', 'Friedelane triterpenoids|Pachysanane triterpenoids', 'Dammarane and Protostane triterpenoids', 'Furanoid lignans', 'Simple phenolic acids', 'Lactones', 'Oleanane triterpenoids', 'Caryolane sesquiterpenoids', 'Cinnamic acids and derivatives', 'Friedelane triterpenoids', 'Fatty acyl glycosides of mono- and disaccharides', 'Monosaccharides', 'Pachysanane triterpenoids', 'Lupane triterpenoids', 'Oleanane triterpenoids|Ursane and Taraxastane triterpenoids', 'Flavones', 'Acyclic triterpenoids', 'Acyl phloroglucinols', 'Phenylethanoids', 'Menthane monoterpenoids', 'Plant xanthones', 'Furofuranoid lignans', 'Cyclitols', 'Arylnaphthalene and aryltetralin lignans', 'Flavonols'}	nothing in DB	nothing in DB	0.0	0.0	0.0
69	LQ-01-61-70_pos.mzXML	{'Proanthocyanins'}	Salacia cochinchinensis	Salacia	Celastraceae	nothing in DB	{'Clovane sesquiterpenoids', 'Apocarotenoids(ε-)', 'Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids|Eudesmane sesquiterpenoids', 'Neolignans', 'Megastigmanes', 'Apocarotenoids(ε-)|Megastigmanes', 'Bauerane triterpenoids|Taraxerane triterpenoids|Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids', 'Baccharane triterpenoids', 'Flavan-3-ols', 'Friedelane triterpenoids|Pachysanane triterpenoids', 'Dammarane and Protostane triterpenoids', 'Furanoid lignans', 'Simple phenolic acids', 'Lactones', 'Oleanane triterpenoids', 'Caryolane sesquiterpenoids', 'Cinnamic acids and derivatives', 'Friedelane triterpenoids', 'Fatty acyl glycosides of mono- and disaccharides', 'Monosaccharides', 'Pachysanane triterpenoids', 'Lupane triterpenoids', 'Oleanane triterpenoids|Ursane and Taraxastane triterpenoids', 'Flavones', 'Acyclic triterpenoids', 'Acyl phloroglucinols', 'Phenylethanoids', 'Menthane monoterpenoids', 'Plant xanthones', 'Furofuranoid lignans', 'Cyclitols', 'Arylnaphthalene and aryltetralin lignans', 'Flavonols'}	nothing in DB	nothing in DB	0.0	0.0	0.0
70	LQ-01-61-71_pos.mzXML		Salacia chinensis	Salacia	Celastraceae	{'Clovane sesquiterpenoids', 'Apocarotenoids(ε-)', 'Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids|Eudesmane sesquiterpenoids', 'Neolignans', 'Megastigmanes', 'Apocarotenoids(ε-)|Megastigmanes', 'Bauerane triterpenoids|Taraxerane triterpenoids|Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids', 'Baccharane triterpenoids', 'Flavan-3-ols', 'Friedelane triterpenoids|Pachysanane triterpenoids', 'Dammarane and Protostane triterpenoids', 'Furanoid lignans', 'Simple phenolic acids', 'Lactones', 'Oleanane triterpenoids', 'Caryolane sesquiterpenoids', 'Cinnamic acids and derivatives', 'Friedelane triterpenoids', 'Fatty acyl glycosides of mono- and disaccharides', 'Monosaccharides', 'Pachysanane triterpenoids', 'Lupane triterpenoids', 'Oleanane triterpenoids|Ursane and Taraxastane triterpenoids', 'Flavones', 'Acyclic triterpenoids', 'Acyl phloroglucinols', 'Phenylethanoids', 'Menthane monoterpenoids', 'Plant xanthones', 'Furofuranoid lignans', 'Cyclitols', 'Arylnaphthalene and aryltetralin lignans', 'Flavonols'}	{'Clovane sesquiterpenoids', 'Apocarotenoids(ε-)', 'Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids|Eudesmane sesquiterpenoids', 'Neolignans', 'Megastigmanes', 'Apocarotenoids(ε-)|Megastigmanes', 'Bauerane triterpenoids|Taraxerane triterpenoids|Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids', 'Baccharane triterpenoids', 'Flavan-3-ols', 'Friedelane triterpenoids|Pachysanane triterpenoids', 'Dammarane and Protostane triterpenoids', 'Furanoid lignans', 'Simple phenolic acids', 'Lactones', 'Oleanane triterpenoids', 'Caryolane sesquiterpenoids', 'Cinnamic acids and derivatives', 'Friedelane triterpenoids', 'Fatty acyl glycosides of mono- and disaccharides', 'Monosaccharides', 'Pachysanane triterpenoids', 'Lupane triterpenoids', 'Oleanane triterpenoids|Ursane and Taraxastane triterpenoids', 'Flavones', 'Acyclic triterpenoids', 'Acyl phloroglucinols', 'Phenylethanoids', 'Menthane monoterpenoids', 'Plant xanthones', 'Furofuranoid lignans', 'Cyclitols', 'Arylnaphthalene and aryltetralin lignans', 'Flavonols'}	nothing in DB	nothing in DB	0.0	0.0	0.0
71	LQ-01-61-72_pos.mzXML	{'Cholestane steroids', 'Apocarotenoids(ε-)', 'Dipeptides', 'Simple coumarins', 'Unsaturated fatty acids', 'Dicarboxylic acids', 'Lactones', 'Aminoacids', 'Monoacylglycerols', 'Polyamines', 'Hydroxy fatty acids', 'Labdane diterpenoids', 'Other Octadecanoids', 'Prostaglandins', 'Cinnamic acids and derivatives'}	Salacia letestuana	Salacia	Celastraceae	nothing in DB	{'Clovane sesquiterpenoids', 'Apocarotenoids(ε-)', 'Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids|Eudesmane sesquiterpenoids', 'Neolignans', 'Megastigmanes', 'Apocarotenoids(ε-)|Megastigmanes', 'Bauerane triterpenoids|Taraxerane triterpenoids|Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids', 'Baccharane triterpenoids', 'Flavan-3-ols', 'Friedelane triterpenoids|Pachysanane triterpenoids', 'Dammarane and Protostane triterpenoids', 'Furanoid lignans', 'Simple phenolic acids', 'Lactones', 'Oleanane triterpenoids', 'Caryolane sesquiterpenoids', 'Cinnamic acids and derivatives', 'Friedelane triterpenoids', 'Fatty acyl glycosides of mono- and disaccharides', 'Monosaccharides', 'Pachysanane triterpenoids', 'Lupane triterpenoids', 'Oleanane triterpenoids|Ursane and Taraxastane triterpenoids', 'Flavones', 'Acyclic triterpenoids', 'Acyl phloroglucinols', 'Phenylethanoids', 'Menthane monoterpenoids', 'Plant xanthones', 'Furofuranoid lignans', 'Cyclitols', 'Arylnaphthalene and aryltetralin lignans', 'Flavonols'}	nothing in DB	nothing in DB	0.0	0.0	0.0
72	LQ-01-61-73_pos.mzXML	{'Agarofuran sesquiterpenoids'}	Tripterygium hypoglaucum	Tripterygium	Celastraceae	{'Agarofuran sesquiterpenoids|Pyridine alkaloids', 'Abeoabietane diterpenoids', 'Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids|Eudesmane sesquiterpenoids', 'Agarofuran sesquiterpenoids|Terpenoid alkaloids', 'Agarofuran sesquiterpenoids', 'Norlabdane diterpenoids|Secoabietane diterpenoids', 'Unsaturated fatty acids', 'Oleanane triterpenoids', 'Asteriscane sesquiterpenoids', 'Pyridine alkaloids', 'Stigmastane steroids', 'Friedelane triterpenoids', 'Abeoabietane diterpenoids|Abietane diterpenoids|Tetracyclic diterpenoids', 'Abietane diterpenoids|Podocarpane diterpenoids', 'Abeoabietane diterpenoids|Tetracyclic diterpenoids', 'Norkaurane diterpenoids', 'Podocarpane diterpenoids|Totarane diterpenoids', 'Tetracyclic diterpenoids', 'Abietane diterpenoids', 'Abeoabietane diterpenoids|Abietane diterpenoids', 'Dicarboxylic acids', 'Friedelane triterpenoids|Oleanane triterpenoids'}	{'Depsipeptides', 'Apocarotenoids(ε-)', 'Agarofuran sesquiterpenoids|Pyridine alkaloids', 'Abeoabietane diterpenoids', 'Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids|Eudesmane sesquiterpenoids', 'Drimane sesquiterpenoids', 'Neolignans', 'Agarofuran sesquiterpenoids|Terpenoid alkaloids', 'Megastigmanes', 'Labdane diterpenoids', 'Taraxerane triterpenoids', 'Norlabdane diterpenoids', 'Abeoabietane diterpenoids|Labdane diterpenoids', 'Agarofuran sesquiterpenoids', 'Hopane and Moretane triterpenoids', 'Flavan-3-ols', 'Dammarane and Protostane triterpenoids', 'Branched fatty acids|Unsaturated fatty acids', 'Norlabdane diterpenoids|Secoabietane diterpenoids', 'Furanoid lignans', 'Phenanthrenes', 'Unsaturated fatty acids', 'Flavanones', 'Kaurane and Phyllocladane diterpenoids', 'Oleanane triterpenoids', 'Pyridine alkaloids', 'Asteriscane sesquiterpenoids', 'Pterocarpan', 'Norpimarane and Norisopimarane diterpenoids|Pimarane and Isopimarane diterpenoids', 'Stigmastane steroids', 'Lupane triterpenoids|Ursane and Taraxastane triterpenoids', 'Friedelane triterpenoids', 'Abeoabietane diterpenoids|Abietane diterpenoids|Tetracyclic diterpenoids', 'Lanostane, Tirucallane and Euphane triterpenoids', 'Gibberellins', 'Hydroxy fatty acids|Unsaturated fatty acids', 'Friedelane triterpenoids|Ursane and Taraxastane triterpenoids', 'Abeoabietane diterpenoids|Tetracyclic diterpenoids', 'Abietane diterpenoids|Podocarpane diterpenoids', 'Multiflorane triterpenoids', 'Apocarotenoids (β-)|Megastigmanes', 'Norkaurane diterpenoids', 'Eudesmane sesquiterpenoids', 'Podocarpane diterpenoids|Totarane diterpenoids', 'Pachysanane triterpenoids', 'Lupane triterpenoids', 'Tetracyclic diterpenoids', 'Wax monoesters', 'Oleanane triterpenoids|Ursane and Taraxastane triterpenoids', 'Kaurane and Phyllocladane diterpenoids|Norkaurane diterpenoids', 'Flavones', 'Acyclic triterpenoids', 'Pyridine alkaloids|Terpenoid alkaloids', 'Labdane diterpenoids|Norlabdane diterpenoids', 'Glutinane triterpenoids', 'Isocoumarins', 'Abietane diterpenoids', 'Abeoabietane diterpenoids|Abietane diterpenoids', 'Dicarboxylic acids', 'Flavan-3-ols|Proanthocyanins', 'Furofuranoid lignans', 'Piperidine alkaloids', 'Totarane diterpenoids', 'Cholestane steroids|Stigmastane steroids', 'Arylnaphthalene and aryltetralin lignans', 'Flavonols', 'Podocarpane diterpenoids', 'Friedelane triterpenoids|Oleanane triterpenoids'}	set()	set()	0.5	0.5	1.0
73	LQ-01-61-74_pos.mzXML	{'Open-chain polyketides'}	Tripterygium wilfordii	Tripterygium	Celastraceae	{'Depsipeptides', 'Apocarotenoids(ε-)', 'Agarofuran sesquiterpenoids|Pyridine alkaloids', 'Abeoabietane diterpenoids', 'Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids|Eudesmane sesquiterpenoids', 'Drimane sesquiterpenoids', 'Neolignans', 'Agarofuran sesquiterpenoids|Terpenoid alkaloids', 'Megastigmanes', 'Labdane diterpenoids', 'Taraxerane triterpenoids', 'Norlabdane diterpenoids', 'Abeoabietane diterpenoids|Labdane diterpenoids', 'Agarofuran sesquiterpenoids', 'Hopane and Moretane triterpenoids', 'Flavan-3-ols', 'Dammarane and Protostane triterpenoids', 'Branched fatty acids|Unsaturated fatty acids', 'Norlabdane diterpenoids|Secoabietane diterpenoids', 'Furanoid lignans', 'Phenanthrenes', 'Unsaturated fatty acids', 'Flavanones', 'Kaurane and Phyllocladane diterpenoids', 'Oleanane triterpenoids', 'Pyridine alkaloids', 'Asteriscane sesquiterpenoids', 'Pterocarpan', 'Norpimarane and Norisopimarane diterpenoids|Pimarane and Isopimarane diterpenoids', 'Stigmastane steroids', 'Lupane triterpenoids|Ursane and Taraxastane triterpenoids', 'Friedelane triterpenoids', 'Abeoabietane diterpenoids|Abietane diterpenoids|Tetracyclic diterpenoids', 'Lanostane, Tirucallane and Euphane triterpenoids', 'Gibberellins', 'Hydroxy fatty acids|Unsaturated fatty acids', 'Friedelane triterpenoids|Ursane and Taraxastane triterpenoids', 'Abeoabietane diterpenoids|Tetracyclic diterpenoids', 'Abietane diterpenoids|Podocarpane diterpenoids', 'Multiflorane triterpenoids', 'Apocarotenoids (β-)|Megastigmanes', 'Norkaurane diterpenoids', 'Eudesmane sesquiterpenoids', 'Podocarpane diterpenoids|Totarane diterpenoids', 'Pachysanane triterpenoids', 'Lupane triterpenoids', 'Tetracyclic diterpenoids', 'Wax monoesters', 'Oleanane triterpenoids|Ursane and Taraxastane triterpenoids', 'Kaurane and Phyllocladane diterpenoids|Norkaurane diterpenoids', 'Flavones', 'Acyclic triterpenoids', 'Pyridine alkaloids|Terpenoid alkaloids', 'Labdane diterpenoids|Norlabdane diterpenoids', 'Glutinane triterpenoids', 'Isocoumarins', 'Abietane diterpenoids', 'Abeoabietane diterpenoids|Abietane diterpenoids', 'Dicarboxylic acids', 'Flavan-3-ols|Proanthocyanins', 'Furofuranoid lignans', 'Piperidine alkaloids', 'Totarane diterpenoids', 'Cholestane steroids|Stigmastane steroids', 'Arylnaphthalene and aryltetralin lignans', 'Flavonols', 'Podocarpane diterpenoids', 'Friedelane triterpenoids|Oleanane triterpenoids'}	{'Depsipeptides', 'Apocarotenoids(ε-)', 'Agarofuran sesquiterpenoids|Pyridine alkaloids', 'Abeoabietane diterpenoids', 'Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids|Eudesmane sesquiterpenoids', 'Drimane sesquiterpenoids', 'Neolignans', 'Agarofuran sesquiterpenoids|Terpenoid alkaloids', 'Megastigmanes', 'Labdane diterpenoids', 'Taraxerane triterpenoids', 'Norlabdane diterpenoids', 'Abeoabietane diterpenoids|Labdane diterpenoids', 'Agarofuran sesquiterpenoids', 'Hopane and Moretane triterpenoids', 'Flavan-3-ols', 'Dammarane and Protostane triterpenoids', 'Branched fatty acids|Unsaturated fatty acids', 'Norlabdane diterpenoids|Secoabietane diterpenoids', 'Furanoid lignans', 'Phenanthrenes', 'Unsaturated fatty acids', 'Flavanones', 'Kaurane and Phyllocladane diterpenoids', 'Oleanane triterpenoids', 'Pyridine alkaloids', 'Asteriscane sesquiterpenoids', 'Pterocarpan', 'Norpimarane and Norisopimarane diterpenoids|Pimarane and Isopimarane diterpenoids', 'Stigmastane steroids', 'Lupane triterpenoids|Ursane and Taraxastane triterpenoids', 'Friedelane triterpenoids', 'Abeoabietane diterpenoids|Abietane diterpenoids|Tetracyclic diterpenoids', 'Lanostane, Tirucallane and Euphane triterpenoids', 'Gibberellins', 'Hydroxy fatty acids|Unsaturated fatty acids', 'Friedelane triterpenoids|Ursane and Taraxastane triterpenoids', 'Abeoabietane diterpenoids|Tetracyclic diterpenoids', 'Abietane diterpenoids|Podocarpane diterpenoids', 'Multiflorane triterpenoids', 'Apocarotenoids (β-)|Megastigmanes', 'Norkaurane diterpenoids', 'Eudesmane sesquiterpenoids', 'Podocarpane diterpenoids|Totarane diterpenoids', 'Pachysanane triterpenoids', 'Lupane triterpenoids', 'Tetracyclic diterpenoids', 'Wax monoesters', 'Oleanane triterpenoids|Ursane and Taraxastane triterpenoids', 'Kaurane and Phyllocladane diterpenoids|Norkaurane diterpenoids', 'Flavones', 'Acyclic triterpenoids', 'Pyridine alkaloids|Terpenoid alkaloids', 'Labdane diterpenoids|Norlabdane diterpenoids', 'Glutinane triterpenoids', 'Isocoumarins', 'Abietane diterpenoids', 'Abeoabietane diterpenoids|Abietane diterpenoids', 'Dicarboxylic acids', 'Flavan-3-ols|Proanthocyanins', 'Furofuranoid lignans', 'Piperidine alkaloids', 'Totarane diterpenoids', 'Cholestane steroids|Stigmastane steroids', 'Arylnaphthalene and aryltetralin lignans', 'Flavonols', 'Podocarpane diterpenoids', 'Friedelane triterpenoids|Oleanane triterpenoids'}	{'Open-chain polyketides'}	{'Open-chain polyketides'}	0.5	0.5	1.0
74	LQ-01-61-75_pos.mzXML	{'Flavan-3-ols', 'Other Octadecanoids', 'Unsaturated fatty acids'}	Tripterygium wilfordii	Tripterygium	Celastraceae	{'Depsipeptides', 'Apocarotenoids(ε-)', 'Agarofuran sesquiterpenoids|Pyridine alkaloids', 'Abeoabietane diterpenoids', 'Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids|Eudesmane sesquiterpenoids', 'Drimane sesquiterpenoids', 'Neolignans', 'Agarofuran sesquiterpenoids|Terpenoid alkaloids', 'Megastigmanes', 'Labdane diterpenoids', 'Taraxerane triterpenoids', 'Norlabdane diterpenoids', 'Abeoabietane diterpenoids|Labdane diterpenoids', 'Agarofuran sesquiterpenoids', 'Hopane and Moretane triterpenoids', 'Flavan-3-ols', 'Dammarane and Protostane triterpenoids', 'Branched fatty acids|Unsaturated fatty acids', 'Norlabdane diterpenoids|Secoabietane diterpenoids', 'Furanoid lignans', 'Phenanthrenes', 'Unsaturated fatty acids', 'Flavanones', 'Kaurane and Phyllocladane diterpenoids', 'Oleanane triterpenoids', 'Pyridine alkaloids', 'Asteriscane sesquiterpenoids', 'Pterocarpan', 'Norpimarane and Norisopimarane diterpenoids|Pimarane and Isopimarane diterpenoids', 'Stigmastane steroids', 'Lupane triterpenoids|Ursane and Taraxastane triterpenoids', 'Friedelane triterpenoids', 'Abeoabietane diterpenoids|Abietane diterpenoids|Tetracyclic diterpenoids', 'Lanostane, Tirucallane and Euphane triterpenoids', 'Gibberellins', 'Hydroxy fatty acids|Unsaturated fatty acids', 'Friedelane triterpenoids|Ursane and Taraxastane triterpenoids', 'Abeoabietane diterpenoids|Tetracyclic diterpenoids', 'Abietane diterpenoids|Podocarpane diterpenoids', 'Multiflorane triterpenoids', 'Apocarotenoids (β-)|Megastigmanes', 'Norkaurane diterpenoids', 'Eudesmane sesquiterpenoids', 'Podocarpane diterpenoids|Totarane diterpenoids', 'Pachysanane triterpenoids', 'Lupane triterpenoids', 'Tetracyclic diterpenoids', 'Wax monoesters', 'Oleanane triterpenoids|Ursane and Taraxastane triterpenoids', 'Kaurane and Phyllocladane diterpenoids|Norkaurane diterpenoids', 'Flavones', 'Acyclic triterpenoids', 'Pyridine alkaloids|Terpenoid alkaloids', 'Labdane diterpenoids|Norlabdane diterpenoids', 'Glutinane triterpenoids', 'Isocoumarins', 'Abietane diterpenoids', 'Abeoabietane diterpenoids|Abietane diterpenoids', 'Dicarboxylic acids', 'Flavan-3-ols|Proanthocyanins', 'Furofuranoid lignans', 'Piperidine alkaloids', 'Totarane diterpenoids', 'Cholestane steroids|Stigmastane steroids', 'Arylnaphthalene and aryltetralin lignans', 'Flavonols', 'Podocarpane diterpenoids', 'Friedelane triterpenoids|Oleanane triterpenoids'}	{'Depsipeptides', 'Apocarotenoids(ε-)', 'Agarofuran sesquiterpenoids|Pyridine alkaloids', 'Abeoabietane diterpenoids', 'Ursane and Taraxastane triterpenoids', 'Agarofuran sesquiterpenoids|Eudesmane sesquiterpenoids', 'Drimane sesquiterpenoids', 'Neolignans', 'Agarofuran sesquiterpenoids|Terpenoid alkaloids', 'Megastigmanes', 'Labdane diterpenoids', 'Taraxerane triterpenoids', 'Norlabdane diterpenoids', 'Abeoabietane diterpenoids|Labdane diterpenoids', 'Agarofuran sesquiterpenoids', 'Hopane and Moretane triterpenoids', 'Flavan-3-ols', 'Dammarane and Protostane triterpenoids', 'Branched fatty acids|Unsaturated fatty acids', 'Norlabdane diterpenoids|Secoabietane diterpenoids', 'Furanoid lignans', 'Phenanthrenes', 'Unsaturated fatty acids', 'Flavanones', 'Kaurane and Phyllocladane diterpenoids', 'Oleanane triterpenoids', 'Pyridine alkaloids', 'Asteriscane sesquiterpenoids', 'Pterocarpan', 'Norpimarane and Norisopimarane diterpenoids|Pimarane and Isopimarane diterpenoids', 'Stigmastane steroids', 'Lupane triterpenoids|Ursane and Taraxastane triterpenoids', 'Friedelane triterpenoids', 'Abeoabietane diterpenoids|Abietane diterpenoids|Tetracyclic diterpenoids', 'Lanostane, Tirucallane and Euphane triterpenoids', 'Gibberellins', 'Hydroxy fatty acids|Unsaturated fatty acids', 'Friedelane triterpenoids|Ursane and Taraxastane triterpenoids', 'Abeoabietane diterpenoids|Tetracyclic diterpenoids', 'Abietane diterpenoids|Podocarpane diterpenoids', 'Multiflorane triterpenoids', 'Apocarotenoids (β-)|Megastigmanes', 'Norkaurane diterpenoids', 'Eudesmane sesquiterpenoids', 'Podocarpane diterpenoids|Totarane diterpenoids', 'Pachysanane triterpenoids', 'Lupane triterpenoids', 'Tetracyclic diterpenoids', 'Wax monoesters', 'Oleanane triterpenoids|Ursane and Taraxastane triterpenoids', 'Kaurane and Phyllocladane diterpenoids|Norkaurane diterpenoids', 'Flavones', 'Acyclic triterpenoids', 'Pyridine alkaloids|Terpenoid alkaloids', 'Labdane diterpenoids|Norlabdane diterpenoids', 'Glutinane triterpenoids', 'Isocoumarins', 'Abietane diterpenoids', 'Abeoabietane diterpenoids|Abietane diterpenoids', 'Dicarboxylic acids', 'Flavan-3-ols|Proanthocyanins', 'Furofuranoid lignans', 'Piperidine alkaloids', 'Totarane diterpenoids', 'Cholestane steroids|Stigmastane steroids', 'Arylnaphthalene and aryltetralin lignans', 'Flavonols', 'Podocarpane diterpenoids', 'Friedelane triterpenoids|Oleanane triterpenoids'}	{'Other Octadecanoids'}	{'Other Octadecanoids'}	0.5	0.5	1.0
75	LQ-01-61-76_pos.mzXML					nothing in DB	nothing in DB	nothing in DB	nothing in DB	0.0	0.0	0.0
76	LQ-01-61-78_pos.mzXML	{'Agarofuran sesquiterpenoids'}	Pristimera indica	Pristimera	Celastraceae	{'Cucurbitane triterpenoids'}	{'Cucurbitane triterpenoids'}	{'Agarofuran sesquiterpenoids'}	{'Agarofuran sesquiterpenoids'}	0.5	0.5	1.0
