shared name	CAN_name	CAN_molecularFormula	CAN_adduct	CAN_pathway	CAN_superclass	CAN_classe
13399	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12067_Celastraceae_pos_SIRIUS_13399	C32H50O2	[M-H2O+H]+	Terpenoids	Triterpenoids	
13400	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12068_Celastraceae_pos_SIRIUS_13400	C30H44	[M+H]+	Terpenoids	Triterpenoids	
13401	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12069_Celastraceae_pos_SIRIUS_13401	C32H52O3	[M+H]+	Terpenoids	Triterpenoids	
1299	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1206_Celastraceae_pos_SIRIUS_1299	C29H44O2	[M+H]+	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids
13402	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12070_Celastraceae_pos_SIRIUS_13402	C32H50O5	[M-H2O+H]+	Terpenoids	Triterpenoids	Ursane and Taraxastane triterpenoids
13403	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12071_Celastraceae_pos_SIRIUS_13403	C10H16	[M-H2O+H]+	Fatty acids	Fatty acyls	Fatty aldehydes
13404	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12072_Celastraceae_pos_SIRIUS_13404	C16H23N5O2	[M+H]+	Terpenoids		
13405	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12073_Celastraceae_pos_SIRIUS_13405	C10H16	[M-H4O2+H]+	Fatty acids	Fatty Acids and Conjugates	Straight chain fatty acids
13406	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12074_Celastraceae_pos_SIRIUS_13406	C25H38O	[M-H4O2+H]+	Terpenoids	Steroids	Cholestane steroids
13407	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12075_Celastraceae_pos_SIRIUS_13407	C8H12	[M-H2O+H]+	Terpenoids	Apocarotenoids	Apocarotenoids (Ψ-)
13408	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12076_Celastraceae_pos_SIRIUS_13408	C16H28O4	[M+K]+	Polyketides		
13409	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12077_Celastraceae_pos_SIRIUS_13409	C20H26O4	[M-H4O2+H]+	Terpenoids	Diterpenoids	
13410	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12078_Celastraceae_pos_SIRIUS_13410	C11H12O3	[M-H4O2+H]+	Polyketides		
1300	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1207_Celastraceae_pos_SIRIUS_1300	C12H18O3	[M+H]+	Fatty acids	Octadecanoids	Jasmonic acids
13412	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12080_Celastraceae_pos_SIRIUS_13412	C34H54O4	[M+H]+	Terpenoids	Triterpenoids	Oleanane triterpenoids
13413	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12081_Celastraceae_pos_SIRIUS_13413	C10H12O	[M-H2O+H]+	Shikimates and Phenylpropanoids		
13414	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12082_Celastraceae_pos_SIRIUS_13414	C18H12O9	[M+H]+	Polyketides	Aromatic polyketides	Depsides and depsidones
13415	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12083_Celastraceae_pos_SIRIUS_13415	C34H57NO5	[M+H]+	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids
13416	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12084_Celastraceae_pos_SIRIUS_13416	C32H53NO4	[M-H2O+H]+	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids
13417	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12085_Celastraceae_pos_SIRIUS_13417	C34H52O4	[M+H]+	Terpenoids	Triterpenoids	
13419	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12086_Celastraceae_pos_SIRIUS_13419	C26H24O10	[M+H]+	Polyketides	Chromanes	
13420	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12087_Celastraceae_pos_SIRIUS_13420	C11H13N3O4S2	[M+H]+	Amino acids and Peptides	Oligopeptides	Cyclamides
13421	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12088_Celastraceae_pos_SIRIUS_13421	C29H46O5	[M-H2O+H]+	Terpenoids	Triterpenoids	Oleanane triterpenoids
13422	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12089_Celastraceae_pos_SIRIUS_13422	C24H38	[M-H2O+H]+	Terpenoids	Steroids	Cholestane steroids
1301	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1208_Celastraceae_pos_SIRIUS_1301	C34H62O6	[M+H]+	Fatty acids	Glycerolipids	Diacylglycerols
13423	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12090_Celastraceae_pos_SIRIUS_13423	C20H20O11	[M+Na]+	Shikimates and Phenylpropanoids	Flavonoids	
13424	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12091_Celastraceae_pos_SIRIUS_13424	C14H10N2O2	[M+K]+	Alkaloids		
13426	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12093_Celastraceae_pos_SIRIUS_13426	C34H55NO6	[M+H]+	Terpenoids	Triterpenoids	Fusidane triterpenoids
13427	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12094_Celastraceae_pos_SIRIUS_13427	C20H22O5	[M-H2O+H]+	Shikimates and Phenylpropanoids	Lignans	Dibenzylbutane lignans
13428	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12095_Celastraceae_pos_SIRIUS_13428	C24H45NO4	[M+Na]+	Fatty acids		
13429	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12096_Celastraceae_pos_SIRIUS_13429	C24H40O2	[M-H2O+H]+	Terpenoids	Steroids	
13430	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12097_Celastraceae_pos_SIRIUS_13430	C26H44O2	[M+H]+	Terpenoids	Steroids	
13431	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12098_Celastraceae_pos_SIRIUS_13431	C20H20O4	[M+H]+	Shikimates and Phenylpropanoids	Lignans	Neolignans
13432	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12099_Celastraceae_pos_SIRIUS_13432	C28H46O4	[M-H4O2+H]+	Terpenoids	Steroids	Cholestane steroids
1303	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1209_Celastraceae_pos_SIRIUS_1303	C12H18O4	[M-H2O+H]+	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids
122	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/120_Celastraceae_pos_SIRIUS_122	C19H30O	[M-H2O+H]+	Terpenoids	Diterpenoids	
13433	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12100_Celastraceae_pos_SIRIUS_13433	C9H8O3	[M-H2O+H]+	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids
13434	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12101_Celastraceae_pos_SIRIUS_13434	C34H54O4	[M+H]+	Terpenoids	Triterpenoids	Oleanane triterpenoids
13435	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12102_Celastraceae_pos_SIRIUS_13435	C23H34O	[M-H2O+H]+	Terpenoids	Steroids	Pregnane steroids
13436	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12103_Celastraceae_pos_SIRIUS_13436	C24H43NO3	[M+H3N+H]+	Terpenoids	Steroids	Cholane steroids
13437	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12104_Celastraceae_pos_SIRIUS_13437	C31H50O5	[M-H2O+H]+	Terpenoids	Triterpenoids	Oleanane triterpenoids
13439	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12105_Celastraceae_pos_SIRIUS_13439	C22H31NO6	[M+Na]+	Terpenoids	Diterpenoids	
13442	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12106_Celastraceae_pos_SIRIUS_13442	C19H24O	[M-H2O+H]+	Terpenoids	Steroids	Estrane steroids
13443	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12107_Celastraceae_pos_SIRIUS_13443	C21H20O8	[M-H4O2+H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
13445	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12108_Celastraceae_pos_SIRIUS_13445	C18H25N3O2	[M+H3N+H]+	Terpenoids	Diterpenoids	
13446	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12109_Celastraceae_pos_SIRIUS_13446	C9H6O2	[M-H2O+H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
13447	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12110_Celastraceae_pos_SIRIUS_13447	C31H63NO5S	[M-H4O2+H]+	Terpenoids	Triterpenoids	
13448	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12111_Celastraceae_pos_SIRIUS_13448	C34H54O5	[M+H]+	Terpenoids	Triterpenoids	
13450	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12112_Celastraceae_pos_SIRIUS_13450	C29H53N3O5	[M+H3N+H]+	Terpenoids	Steroids	Cholane steroids
13451	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12113_Celastraceae_pos_SIRIUS_13451	C8H12N3O3PS	[M-H4O2+H]+			
13452	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12114_Celastraceae_pos_SIRIUS_13452	C26H34O11	[M+Na]+	Shikimates and Phenylpropanoids	Lignans	Furanoid lignans
13453	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12115_Celastraceae_pos_SIRIUS_13453	C17H28O5	[M+K]+	Terpenoids	Sesquiterpenoids	
13454	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12116_Celastraceae_pos_SIRIUS_13454	C33H52O5	[M-H2O+H]+	Terpenoids	Triterpenoids	Ursane and Taraxastane triterpenoids
13455	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12117_Celastraceae_pos_SIRIUS_13455	C11H12N4O4	[M+K]+	Carbohydrates	Nucleosides	
13456	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12118_Celastraceae_pos_SIRIUS_13456	C22H44O6	[M-H4O2+H]+	Polyketides	Linear polyketides	Open-chain polyketides
1305	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1211_Celastraceae_pos_SIRIUS_1305	C14H28O5	[M+H]+	Fatty acids		
13458	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12120_Celastraceae_pos_SIRIUS_13458	C20H28O5	[M-H2O+H]+	Terpenoids	Diterpenoids	
13459	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12121_Celastraceae_pos_SIRIUS_13459	C26H38O4	[M+Na]+	Terpenoids	Triterpenoids	
13460	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12122_Celastraceae_pos_SIRIUS_13460	C31H50O3	[M+H]+	Terpenoids	Triterpenoids	
13464	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12124_Celastraceae_pos_SIRIUS_13464	C10H15BrO2	[M-H2O+H]+	Fatty acids	Fatty Acids and Conjugates	
13465	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12125_Celastraceae_pos_SIRIUS_13465	C17H26O3	[M+Na]+	Terpenoids	Meroterpenoids	
13467	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12126_Celastraceae_pos_SIRIUS_13467	C20H18N4O8	[M+K]+	Shikimates and Phenylpropanoids		
13468	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12127_Celastraceae_pos_SIRIUS_13468	C30H38N2O6	[M-H4O2+H]+	Amino acids and Peptides	Oligopeptides	Depsipeptides
13469	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12128_Celastraceae_pos_SIRIUS_13469	C26H38O3	[M+Na]+	Terpenoids	Meroterpenoids	
13470	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12129_Celastraceae_pos_SIRIUS_13470	C19H16N2O4	[M+Na]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
1306	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1212_Celastraceae_pos_SIRIUS_1306	C27H36O7	[M+Na]+	Polyketides	Meroterpenoids	Tetraketide meroterpenoids
13471	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12130_Celastraceae_pos_SIRIUS_13471	C20H17N3O6	[M+K]+	Alkaloids	Anthranilic acid alkaloids	
13473	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12131_Celastraceae_pos_SIRIUS_13473	C19H24O4	[M-H4O2+H]+	Terpenoids		
13474	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12132_Celastraceae_pos_SIRIUS_13474	C15H16	[M+H]+	Terpenoids	Sesquiterpenoids	
13476	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12134_Celastraceae_pos_SIRIUS_13476	C28H49NO4	[M+H3N+H]+	Terpenoids	Triterpenoids	Lupane triterpenoids
13477	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12135_Celastraceae_pos_SIRIUS_13477	C16H28N2O3	[M+Na]+	Fatty acids	Fatty amides	
13478	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12136_Celastraceae_pos_SIRIUS_13478	C21H20O8	[M-H4O2+H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
13479	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12137_Celastraceae_pos_SIRIUS_13479	C9H14N4O5	[M+Na]+	Carbohydrates	Nucleosides	
13481	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12139_Celastraceae_pos_SIRIUS_13481	C12H10O6	[M+Na]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
1307	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1213_Celastraceae_pos_SIRIUS_1307	C13H14O7S	[M-H4O2+H]+	Shikimates and Phenylpropanoids		
13482	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12140_Celastraceae_pos_SIRIUS_13482	C6H13N4O4PS	[M-H4O2+H]+	Carbohydrates	Nucleosides	
13483	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12141_Celastraceae_pos_SIRIUS_13483	C29H36O7	[M-H4O2+H]+	Polyketides	Linear polyketides	
13484	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12142_Celastraceae_pos_SIRIUS_13484	C11H12N2O6S	[M+H]+	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids
13486	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12143_Celastraceae_pos_SIRIUS_13486	C27H46O3	[M-H2O+H]+	Terpenoids	Steroids	
13488	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12144_Celastraceae_pos_SIRIUS_13488	C9H11NO5S2	[M+H]+	Amino acids and Peptides	Small peptides	Aminoacids
13489	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12145_Celastraceae_pos_SIRIUS_13489	C11H10O2	[M+H]+	Polyketides		
13490	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12146_Celastraceae_pos_SIRIUS_13490	C16H37NO5	[M+H3N+H]+	Fatty acids	Glycerolipids	
13491	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12147_Celastraceae_pos_SIRIUS_13491	C9H17NS	[M-H2O+H]+	Fatty acids	Fatty amides	Primary amides
13492	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12148_Celastraceae_pos_SIRIUS_13492	C20H27NO4	[M-H2O+H]+	Terpenoids	Diterpenoids	Abietane diterpenoids
13493	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12149_Celastraceae_pos_SIRIUS_13493	C22H15Cl2N3O4	[M+H]+	Alkaloids	Tryptophan alkaloids	
1308	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1214_Celastraceae_pos_SIRIUS_1308	C10H14NO5PS	[M-H4O2+H]+	Amino acids and Peptides	Amino acid glycosides	
13494	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12150_Celastraceae_pos_SIRIUS_13494	C10H12O2	[M-H4O2+H]+	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids
13495	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12151_Celastraceae_pos_SIRIUS_13495	C25H30O15	[M-H4O2+H]+	Shikimates and Phenylpropanoids	Flavonoids	
13497	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12153_Celastraceae_pos_SIRIUS_13497	C27H40O4	[M+Na]+	Terpenoids		
13498	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12154_Celastraceae_pos_SIRIUS_13498	C12H16O4	[M+Na]+	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids
13499	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12155_Celastraceae_pos_SIRIUS_13499	C23H20O14	[M+Na]+	Shikimates and Phenylpropanoids	Flavonoids	Flavones
13500	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12156_Celastraceae_pos_SIRIUS_13500	C23H38NO8P	[M+Na]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
13501	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12157_Celastraceae_pos_SIRIUS_13501	C29H9NO7	[M-H2O+H]+	Polyketides	Polycyclic aromatic polyketides	Anthraquinones and anthrones
13502	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12158_Celastraceae_pos_SIRIUS_13502	C19H19N3O8	[M+K]+			
1309	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1215_Celastraceae_pos_SIRIUS_1309	C10H15NO	[M-H4O2+H]+	Fatty acids		
13505	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12160_Celastraceae_pos_SIRIUS_13505	C28H34O7	[M+H]+	Polyketides		
13506	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12161_Celastraceae_pos_SIRIUS_13506	C13H11N3O	[M-H2O+H]+	Amino acids and Peptides	Small peptides	
13507	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12162_Celastraceae_pos_SIRIUS_13507	C12H17NO3	[M-H2O+H]+	Fatty acids	Fatty amides	
13508	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12163_Celastraceae_pos_SIRIUS_13508	C8H18N4O2	[M+K]+	Alkaloids	Ornithine alkaloids	
13509	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12164_Celastraceae_pos_SIRIUS_13509	C20H20O12	[M-H2O+H]+	Shikimates and Phenylpropanoids	Xanthones	Plant xanthones
13510	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12165_Celastraceae_pos_SIRIUS_13510	C14H21ClN2O5	[M+K]+	Amino acids and Peptides	Small peptides	
13511	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12166_Celastraceae_pos_SIRIUS_13511	C21H20O12	[M-H2O+H]+	Shikimates and Phenylpropanoids	Xanthones	Plant xanthones
13514	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12168_Celastraceae_pos_SIRIUS_13514	C20H29NO4	[M+H3N+H]+	Terpenoids	Diterpenoids	Abietane diterpenoids
13515	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12169_Celastraceae_pos_SIRIUS_13515	C13H19N3O5	[M+Na]+	Amino acids and Peptides	Small peptides	Dipeptides
1310	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1216_Celastraceae_pos_SIRIUS_1310	C29H46O5	[M+H]+	Terpenoids	Triterpenoids	Lupane triterpenoids
13516	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12170_Celastraceae_pos_SIRIUS_13516	C28H26O15	[M-H2O+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
13517	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12171_Celastraceae_pos_SIRIUS_13517	C17H12O8	[M+H]+	Polyketides	Aromatic polyketides	Depsides and depsidones
13518	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12172_Celastraceae_pos_SIRIUS_13518	C15H28O6	[M-H4O2+H]+	Fatty acids	Fatty acyls	Fatty alcohols
13519	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12173_Celastraceae_pos_SIRIUS_13519	C6H10N2O3	[M+Na]+	Amino acids and Peptides	Small peptides	Aminoacids
13520	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12174_Celastraceae_pos_SIRIUS_13520	C32H50O4	[M-H2O+H]+	Terpenoids	Triterpenoids	
13521	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12175_Celastraceae_pos_SIRIUS_13521	C30H46O	[M-H4O2+H]+	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids
13522	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12176_Celastraceae_pos_SIRIUS_13522	C30H46O3	[M+H]+	Terpenoids	Triterpenoids	
13523	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12177_Celastraceae_pos_SIRIUS_13523	C15H24	[M+H]+	Terpenoids	Sesquiterpenoids	
13524	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12178_Celastraceae_pos_SIRIUS_13524	C20H20O11	[M+H]+	Shikimates and Phenylpropanoids	Xanthones	Plant xanthones
13525	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12179_Celastraceae_pos_SIRIUS_13525	C32H50O3	[M+H]+	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids
1311	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1217_Celastraceae_pos_SIRIUS_1311	C10H19NOS	[M+Na]+	Alkaloids	Pseudoalkaloids (transamidation)	Phenylalanine-derived alkaloids
13526	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12180_Celastraceae_pos_SIRIUS_13526	C14H24	[M-H4O2+H]+	Fatty acids	Fatty Acids and Conjugates	Straight chain fatty acids
13527	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12181_Celastraceae_pos_SIRIUS_13527	C28H44O3	[M+Na]+	Terpenoids	Triterpenoids	Ursane and Taraxastane triterpenoids
13528	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12182_Celastraceae_pos_SIRIUS_13528	C11H18	[M-H4O2+H]+	Fatty acids	Fatty Acids and Conjugates	Straight chain fatty acids
13529	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12183_Celastraceae_pos_SIRIUS_13529	C8H12	[M-H2O+H]+	Terpenoids	Apocarotenoids	Apocarotenoids (Ψ-)
13531	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12184_Celastraceae_pos_SIRIUS_13531	C32H50O5	[M+H]+	Terpenoids	Triterpenoids	Ursane and Taraxastane triterpenoids
13532	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12185_Celastraceae_pos_SIRIUS_13532	C12H18	[M+H]+	Terpenoids	Sesquiterpenoids	Caryophyllane sesquiterpenoids
13533	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12186_Celastraceae_pos_SIRIUS_13533	C30H50O4	[M+Na]+	Terpenoids	Triterpenoids	
13534	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12187_Celastraceae_pos_SIRIUS_13534	C12H20	[M-H4O2+H]+	Fatty acids	Fatty Acids and Conjugates	Straight chain fatty acids
13535	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12188_Celastraceae_pos_SIRIUS_13535	C15H28N2O2	[M+Na]+	Fatty acids	Fatty amides	Primary amides
13536	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12189_Celastraceae_pos_SIRIUS_13536	C30H50O5	[M+Na]+	Terpenoids	Triterpenoids	Oleanane triterpenoids
1312	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1218_Celastraceae_pos_SIRIUS_1312	C19H18O4	[M-H2O+H]+	Shikimates and Phenylpropanoids	Coumarins	Furocoumarins
13537	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12190_Celastraceae_pos_SIRIUS_13537	C37H50O4	[M-H4O2+H]+	Terpenoids	Carotenoids (C40)	Carotenoids (C40, β-β)
13538	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12191_Celastraceae_pos_SIRIUS_13538	C16H24O	[M-H2O+H]+	Terpenoids	Diterpenoids	Norlabdane diterpenoids
13539	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12192_Celastraceae_pos_SIRIUS_13539	C31H48O5	[M-H2O+H]+	Terpenoids	Triterpenoids	
13540	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12193_Celastraceae_pos_SIRIUS_13540	C22H40	[M+Na]+	Terpenoids		
13541	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12194_Celastraceae_pos_SIRIUS_13541	C14H24O	[M-H4O2+H]+	Fatty acids	Fatty acyls	Fatty alcohols
13542	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12195_Celastraceae_pos_SIRIUS_13542	C17H22O2	[M-H4O2+H]+	Terpenoids	Sesquiterpenoids	
13543	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12196_Celastraceae_pos_SIRIUS_13543	C16H22	[M+H]+	Terpenoids	Sesquiterpenoids	
13544	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12197_Celastraceae_pos_SIRIUS_13544	C12H18	[M-H4O2+H]+	Fatty acids	Fatty esters	Lactones
13545	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12198_Celastraceae_pos_SIRIUS_13545	C16H22O2	[M+H]+	Terpenoids	Sesquiterpenoids	
13546	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12199_Celastraceae_pos_SIRIUS_13546	C30H48O5	[M+H]+	Terpenoids	Triterpenoids	
1313	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1219_Celastraceae_pos_SIRIUS_1313	C15H19NO5	[M+H]+	Amino acids and Peptides		
123	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/121_Celastraceae_pos_SIRIUS_123	C21H29NO12	[M+H]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
13547	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12200_Celastraceae_pos_SIRIUS_13547	C24H26O15	[M-H4O2+H]+	Shikimates and Phenylpropanoids		
