shared name	CAN_name	CAN_molecularFormula	CAN_adduct	CAN_pathway	CAN_superclass	CAN_classe
9358	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8499_Celastraceae_pos_SIRIUS_9358	C12H15ClN2	[M+H]+	Alkaloids		
896	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/849_Celastraceae_pos_SIRIUS_896	C17H31NO5	[M+H]+	Polyketides		
85	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/84_Celastraceae_pos_SIRIUS_85	C30H53NO8	[M+H]+	Polyketides	Macrolides	
9359	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8500_Celastraceae_pos_SIRIUS_9359	C18H37NO2S2	[M-H2O+H]+	Fatty acids	Fatty amides	Primary amides
9360	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8501_Celastraceae_pos_SIRIUS_9360	C30H51NO3	[M-H4O2+H]+	Terpenoids	Steroids	Cholane steroids
9361	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8502_Celastraceae_pos_SIRIUS_9361	C24H49N5O2	[M-H4O2+H]+	Terpenoids	Diterpenoids	
9362	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8503_Celastraceae_pos_SIRIUS_9362	C23H45NO4	[M-H2O+H]+	Fatty acids	Spingolipids	Sphingoid bases
9363	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8504_Celastraceae_pos_SIRIUS_9363	C12H13NOS	[M+H]+			
9364	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8505_Celastraceae_pos_SIRIUS_9364	C13H20O4	[M+H]+	Terpenoids	Apocarotenoids	
9366	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8506_Celastraceae_pos_SIRIUS_9366	C12H14O2S	[M+Na]+	Terpenoids	Monoterpenoids	
9367	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8507_Celastraceae_pos_SIRIUS_9367	C18H26N2O6	[M-H4O2+H]+	Fatty acids		
9368	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8508_Celastraceae_pos_SIRIUS_9368	C10H24NO7	[M+H]+	Carbohydrates	Aminosugars and aminoglycosides	Aminosugars
9369	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8509_Celastraceae_pos_SIRIUS_9369	C36H66O6	[M-H2O+H]+	Fatty acids	Glycerolipids	
897	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/850_Celastraceae_pos_SIRIUS_897	C15H26N2O3	[M+K]+	Terpenoids	Sesquiterpenoids	
9370	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8510_Celastraceae_pos_SIRIUS_9370	C15H10O7	[M-H2O+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
9371	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8511_Celastraceae_pos_SIRIUS_9371	C14H14O4	[M+H]+	Shikimates and Phenylpropanoids	Coumarins	Furocoumarins
9372	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8512_Celastraceae_pos_SIRIUS_9372	C33H46O8	[M+Na]+	Polyketides		
9373	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8513_Celastraceae_pos_SIRIUS_9373	C31H54O2	[M-H4O2+H]+	Terpenoids		
9374	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8514_Celastraceae_pos_SIRIUS_9374	C8H18N4O2	[M+K]+	Alkaloids	Ornithine alkaloids	Polyamines
9375	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8515_Celastraceae_pos_SIRIUS_9375	C10H7NO3	[M+Na]+	Shikimates and Phenylpropanoids	Coumarins	
9376	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8516_Celastraceae_pos_SIRIUS_9376	C10H8O2	[M+H]+	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins
9377	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8517_Celastraceae_pos_SIRIUS_9377	C16H14Cl2N2O2	[M+Na]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
9378	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8518_Celastraceae_pos_SIRIUS_9378	C2H11N4O4S2	[M-H2O+H]+	Amino acids and Peptides	Small peptides	Aminoacids
9382	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8519_Celastraceae_pos_SIRIUS_9382	C30H48O3	[M+H]+	Terpenoids	Triterpenoids	Oleanane triterpenoids
898	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/851_Celastraceae_pos_SIRIUS_898	C13H22O4S	[M+H]+	Terpenoids	Sesquiterpenoids	
9383	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8520_Celastraceae_pos_SIRIUS_9383	C11H23NO	[M+H]+	Fatty acids	Fatty amides	Primary amides
9384	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8521_Celastraceae_pos_SIRIUS_9384	C27H36O6	[M+H]+	Polyketides	Aromatic polyketides	Sorbicilinoids
9386	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8522_Celastraceae_pos_SIRIUS_9386	C14H27NO3	[M-H4O2+H]+	Fatty acids	Spingolipids	Sphingoid bases
9387	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8523_Celastraceae_pos_SIRIUS_9387	C32H62O7	[M+Na]+	Polyketides	Linear polyketides	Open-chain polyketides
9388	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8524_Celastraceae_pos_SIRIUS_9388	C33H58O10	[M-H2O+H]+	Polyketides	Linear polyketides	Open-chain polyketides
9389	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8525_Celastraceae_pos_SIRIUS_9389	C19H39NO3	[M+H]+	Fatty acids	Fatty amides	N-acyl amines
9390	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8526_Celastraceae_pos_SIRIUS_9390	C40H56O4	[M-H4O2+H]+	Terpenoids		
9391	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8527_Celastraceae_pos_SIRIUS_9391	C18H24N2O5S	[M-H2O+H]+	Amino acids and Peptides		
9392	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8528_Celastraceae_pos_SIRIUS_9392	C18H26O3	[M+H]+	Terpenoids	Sesquiterpenoids	
9393	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8529_Celastraceae_pos_SIRIUS_9393	C23H45NO	[M-H2O+H]+	Fatty acids	Fatty amides	N-acyl ethanolamines (endocannabinoids)
899	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/852_Celastraceae_pos_SIRIUS_899	C35H60O7	[M-H2O+H]+	Fatty acids	Glycerolipids	Diacylglycerols
9394	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8530_Celastraceae_pos_SIRIUS_9394	C7H15NO	[M-H2O+H]+	Fatty acids	Fatty acyls	
9395	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8531_Celastraceae_pos_SIRIUS_9395	C25H26O15	[M-H2O+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
9396	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8532_Celastraceae_pos_SIRIUS_9396	C36H60N2	[M+Na]+	Alkaloids	Pseudoalkaloids (transamidation)	Steroidal alkaloids
9400	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8534_Celastraceae_pos_SIRIUS_9400	C11H17NO2	[M+H3N+H]+	Polyketides		
9402	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8535_Celastraceae_pos_SIRIUS_9402	C26H21N3O4	[M+H]+	Alkaloids		
9403	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8536_Celastraceae_pos_SIRIUS_9403	C32H38O19	[M-H4O2+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
9404	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8537_Celastraceae_pos_SIRIUS_9404	C10H21NO	[M-H4O2+H]+	Fatty acids	Fatty amides	
9405	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8538_Celastraceae_pos_SIRIUS_9405	C21H25NO7	[M-H2O+H]+	Terpenoids	Sesquiterpenoids	
9407	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8539_Celastraceae_pos_SIRIUS_9407	C24H34O7	[M-H2O+H]+	Polyketides	Linear polyketides	
900	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/853_Celastraceae_pos_SIRIUS_900	C12H12O	[M-H2O+H]+	Shikimates and Phenylpropanoids	Styrylpyrones	Kavalactones and derivatives
9408	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8540_Celastraceae_pos_SIRIUS_9408	C36H45NO13	[M-H4O2+H]+	Terpenoids		
9409	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8541_Celastraceae_pos_SIRIUS_9409	C38H49NO13	[M-H2O+H]+	Terpenoids	Diterpenoids	
9411	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8543_Celastraceae_pos_SIRIUS_9411	C25H47NO2	[M+H]+	Fatty acids	Fatty amides	Primary amides
9412	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8544_Celastraceae_pos_SIRIUS_9412	C21H21N3O6	[M+H]+	Terpenoids		
9413	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8545_Celastraceae_pos_SIRIUS_9413	C19H28O10	[M-H2O+H]+	Terpenoids	Apocarotenoids	
9414	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8546_Celastraceae_pos_SIRIUS_9414	C9H11N2O	[M-H4O2+H]+	Amino acids and Peptides	Small peptides	Aminoacids
9415	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8547_Celastraceae_pos_SIRIUS_9415	C12H25NO	[M-H4O2+H]+	Fatty acids	Fatty amides	Primary amides
9417	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8548_Celastraceae_pos_SIRIUS_9417	C8H17NO	[M-H4O2+H]+	Fatty acids	Fatty amides	
9419	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8549_Celastraceae_pos_SIRIUS_9419	C36H45NO14	[M-H2O+H]+	Terpenoids		
901	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/854_Celastraceae_pos_SIRIUS_901	C14H20O6	[M+H]+	Terpenoids	Sesquiterpenoids	
9420	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8550_Celastraceae_pos_SIRIUS_9420	C25H38O7	[M-H4O2+H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
9421	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8551_Celastraceae_pos_SIRIUS_9421	C23H17N3O3	[M+K]+	Alkaloids	Anthranilic acid alkaloids	
9422	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8552_Celastraceae_pos_SIRIUS_9422	C24H36O5	[M+Na]+	Terpenoids	Diterpenoids	
9423	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8553_Celastraceae_pos_SIRIUS_9423	C34H43NO12	[M+H]+	Terpenoids		
9424	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8554_Celastraceae_pos_SIRIUS_9424	C21H30O2	[M-H2O+H]+	Terpenoids	Steroids	Pregnane steroids
9425	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8555_Celastraceae_pos_SIRIUS_9425	C8H18N2O2	[M+Na]+	Fatty acids	Fatty amides	Primary amides
9426	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8556_Celastraceae_pos_SIRIUS_9426	C15H24O3	[M-H4O2+H]+	Terpenoids	Sesquiterpenoids	
9428	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8558_Celastraceae_pos_SIRIUS_9428	C14H29NO	[M-H2O+H]+	Fatty acids	Spingolipids	Sphingoid bases
9431	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8559_Celastraceae_pos_SIRIUS_9431	C20H25NO3	[M+K]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
902	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/855_Celastraceae_pos_SIRIUS_902	C10H14N6O2	[M+K]+	Alkaloids	Pseudoalkaloids (transamidation)	Purine alkaloids
9432	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8560_Celastraceae_pos_SIRIUS_9432	C36H47NO13	[M-H4O2+H]+	Terpenoids	Sesquiterpenoids	Agarofuran sesquiterpenoids
9433	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8561_Celastraceae_pos_SIRIUS_9433	C20H22O5	[M+H]+	Shikimates and Phenylpropanoids	Stilbenoids	Monomeric stilbenes
9434	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8562_Celastraceae_pos_SIRIUS_9434	C23H39NO	[M+H3N+H]+	Fatty acids	Fatty acyls	
9435	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8563_Celastraceae_pos_SIRIUS_9435	C9H6O2	[M-H2O+H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
9436	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8564_Celastraceae_pos_SIRIUS_9436	C23H38O5	[M+Na]+	Terpenoids	Diterpenoids	
9437	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8565_Celastraceae_pos_SIRIUS_9437	C23H43NO	[M-H2O+H]+	Fatty acids	Fatty amides	N-acyl ethanolamines (endocannabinoids)
9438	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8566_Celastraceae_pos_SIRIUS_9438	C25H33N2O5P	[M-H2O+H]+	Polyketides	Linear polyketides	
9440	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8567_Celastraceae_pos_SIRIUS_9440	C25H46O7	[M-H4O2+H]+	Polyketides	Linear polyketides	Open-chain polyketides
9442	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8568_Celastraceae_pos_SIRIUS_9442	C12H22O9S	[M+K]+	Amino acids and Peptides	Amino acid glycosides	
9443	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8569_Celastraceae_pos_SIRIUS_9443	C9H8O3	[M-H2O+H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
903	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/856_Celastraceae_pos_SIRIUS_903	C11H14O5	[M-H2O+H]+	Terpenoids	Monoterpenoids	Iridoids monoterpenoids
9444	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8570_Celastraceae_pos_SIRIUS_9444	C25H36O5	[M+Na]+	Terpenoids	Sesquiterpenoids	Daucane sesquiterpenoids
9445	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8571_Celastraceae_pos_SIRIUS_9445	C16H31NO3	[M-H4O2+H]+	Fatty acids	Spingolipids	Sphingoid bases
9446	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8572_Celastraceae_pos_SIRIUS_9446	C18H24N2O8	[M+H]+	Alkaloids		
9447	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8573_Celastraceae_pos_SIRIUS_9447	C27H38O7	[M-H4O2+H]+	Polyketides	Linear polyketides	Open-chain polyketides
9448	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8574_Celastraceae_pos_SIRIUS_9448	C16H26O2	[M-H4O2+H]+	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids
9449	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8575_Celastraceae_pos_SIRIUS_9449	C21H41NO	[M-H4O2+H]+	Fatty acids	Fatty amides	Primary amides
9450	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8576_Celastraceae_pos_SIRIUS_9450	C21H43NO3	[M-H2O+H]+	Polyketides	Linear polyketides	Open-chain polyketides
9451	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8577_Celastraceae_pos_SIRIUS_9451	C19H39NO	[M+H]+	Fatty acids	Fatty amides	Primary amides
9452	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8578_Celastraceae_pos_SIRIUS_9452	C13H27NO	[M-H4O2+H]+	Fatty acids	Fatty amides	Primary amides
904	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/857_Celastraceae_pos_SIRIUS_904	C16H25NOS	[M+H]+	Fatty acids	Fatty amides	Primary amides
9454	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8580_Celastraceae_pos_SIRIUS_9454	C13H25NO3	[M+H]+	Fatty acids	Fatty amides	N-acyl amines
9455	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8581_Celastraceae_pos_SIRIUS_9455	C21H42O4	[M+H]+	Fatty acids	Glycerolipids	Monoacylglycerols
9456	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8582_Celastraceae_pos_SIRIUS_9456	C20H23NO7	[M-H4O2+H]+	Polyketides		
9457	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8583_Celastraceae_pos_SIRIUS_9457	C19H32O8	[M-H4O2+H]+	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides
9458	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8584_Celastraceae_pos_SIRIUS_9458	C23H41NO	[M-H4O2+H]+	Fatty acids	Fatty amides	
9459	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8585_Celastraceae_pos_SIRIUS_9459	C13H16O	[M+H]+	Terpenoids	Apocarotenoids	
9460	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8586_Celastraceae_pos_SIRIUS_9460	C12H23NO	[M+H]+	Fatty acids	Fatty amides	Primary amides
9462	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8587_Celastraceae_pos_SIRIUS_9462	C11H17N3O5S	[M+K]+	Carbohydrates	Nucleosides	
9463	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8588_Celastraceae_pos_SIRIUS_9463	C16H29N5O5	[M+H]+	Alkaloids	Ornithine alkaloids	Polyamines
9464	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8589_Celastraceae_pos_SIRIUS_9464	C17H35NO	[M-H2O+H]+	Fatty acids	Spingolipids	Sphingoid bases
905	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/858_Celastraceae_pos_SIRIUS_905	C22H22O7	[M+H]+	Shikimates and Phenylpropanoids	Lignans	Dibenzylbutane lignans
9466	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8590_Celastraceae_pos_SIRIUS_9466	C21H37NO3	[M+H3N+H]+	Fatty acids	Glycerolipids	Monoacylglycerols
9467	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8591_Celastraceae_pos_SIRIUS_9467	C16H17N3	[M+Na]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
9468	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8592_Celastraceae_pos_SIRIUS_9468	C16H28O3	[M+H]+	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids
9469	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8593_Celastraceae_pos_SIRIUS_9469	C14H22O2	[M+H]+	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids
9470	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8594_Celastraceae_pos_SIRIUS_9470	C35H49NO14	[M+Na]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
9472	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8595_Celastraceae_pos_SIRIUS_9472	C8H12	[M-H2O+H]+	Terpenoids	Apocarotenoids	Apocarotenoids (Ψ-)
9473	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8596_Celastraceae_pos_SIRIUS_9473	C28H42O7	[M+H]+	Fatty acids		
9474	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8597_Celastraceae_pos_SIRIUS_9474	C22H59N11O5	[M+H3N+H]+			
9475	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8598_Celastraceae_pos_SIRIUS_9475	C24H37NO7	[M+H]+	Amino acids and Peptides	Linear polyketides	Open-chain polyketides
9476	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8599_Celastraceae_pos_SIRIUS_9476	C29H34O6	[M-H2O+H]+	Polyketides		
906	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/859_Celastraceae_pos_SIRIUS_906	C19H30N2	[M+Na]+	Alkaloids		
86	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/85_Celastraceae_pos_SIRIUS_86	C30H50O8	[M+Na]+	Polyketides	Polyethers	
9477	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8600_Celastraceae_pos_SIRIUS_9477	C30H48O3	[M+Na]+	Terpenoids	Triterpenoids	
9478	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8601_Celastraceae_pos_SIRIUS_9478	C28H44O3	[M-H4O2+H]+	Terpenoids	Steroids	
9479	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8602_Celastraceae_pos_SIRIUS_9479	C13H20O	[M+H]+	Terpenoids	Apocarotenoids	Apocarotenoids (β-)
9481	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8604_Celastraceae_pos_SIRIUS_9481	C9H19NO	[M+H3N+H]+	Fatty acids	Fatty acyls	
9482	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8605_Celastraceae_pos_SIRIUS_9482	C21H41NO3	[M-H2O+H]+	Fatty acids	Fatty amides	N-acyl amines
9484	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8606_Celastraceae_pos_SIRIUS_9484	C21H28O8	[M+Na]+	Terpenoids	Sesquiterpenoids	
9486	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8607_Celastraceae_pos_SIRIUS_9486	C39H56O2	[M+H]+	Terpenoids	Carotenoids (C40)	Carotenoids (C40, β-β)
9487	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8608_Celastraceae_pos_SIRIUS_9487	C19H35NO5	[M+H3N+H]+	Polyketides	Macrolides	Erythromycins
9488	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8609_Celastraceae_pos_SIRIUS_9488	C14H25NO2	[M-H2O+H]+	Fatty acids	Fatty amides	N-acyl amines
907	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/860_Celastraceae_pos_SIRIUS_907	C8H6N2O2S	[M+H]+	Alkaloids		
9491	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8610_Celastraceae_pos_SIRIUS_9491	C21H37NO3	[M-H2O+H]+	Fatty acids	Fatty amides	N-acyl amines
9493	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8611_Celastraceae_pos_SIRIUS_9493	C13H17NO2	[M-H2O+H]+	Amino acids and Peptides	Small peptides	Dipeptides
9494	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8612_Celastraceae_pos_SIRIUS_9494	C25H39NO5	[M+H3N+H]+	Terpenoids	Sesquiterpenoids	
9495	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8613_Celastraceae_pos_SIRIUS_9495	C23H38O5	[M+Na]+	Polyketides	Linear polyketides	Open-chain polyketides
9496	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8614_Celastraceae_pos_SIRIUS_9496	C25H21N3O3	[M-H2O+H]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
9497	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8615_Celastraceae_pos_SIRIUS_9497	C34H40O11	[M-H4O2+H]+	Terpenoids		
9498	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/8616_Celastraceae_pos_SIRIUS_9498	C26H38O7	[M-H4O2+H]+	Polyketides	Linear polyketides	Open-chain polyketides
